"Reporting starts","Reporting ends","Ad name","Ad delivery","Attribution setting",Results,"Result indicator",Reach,Frequency,"Cost per results","Ad set budget","Ad set budget type","Amount spent (USD)",Ends,"Quality ranking","Engagement rate ranking","Conversion rate ranking",Impressions,"CPM (cost per 1,000 impressions) (USD)","Link clicks",shop_clicks,"CPC (cost per link click) (USD)","CTR (link click-through rate)","Clicks (all)","CTR (all)","CPC (all) (USD)",actions:omni_landing_page_view," (USD)"
2022-09-05,2025-10-05,"Carmel Unicorn Jeuveau Offer - Melissa - Copy",not_delivering,"7-day click or 1-day view",14,actions:onsite_conversion.lead_grouped,3752,1.71162,7.70714286,"Using campaign budget",0,107.9,Ongoing,Average,Average,"Below average - Bottom 20% of ads",6422,16.801619,60,,1.798333,0.934288,117,1.821862,0.922222,7,15.414286
2022-09-05,2025-10-05,"Carmel Unicorn Jeuveau Offer #4",not_delivering,"7-day click or 1-day view",20,actions:onsite_conversion.lead_grouped,4826,2.30315,8.2555,"Using campaign budget",0,165.11,Ongoing,Average,Average,"Below average - Bottom 10% of ads",11115,14.854701,124,,1.331532,1.11561,197,1.77238,0.838122,6,27.518333
2022-09-05,2025-10-05,"Carmel Consults #1",active,"7-day click, 1-day view, or 1-day engaged-view",,,35,1.4,,8,Daily,0.78,Ongoing,-,-,-,49,15.918367,2,,0.39,4.081633,2,4.081633,0.39,,
2022-09-05,2025-10-05,"Carmel Consults #2",active,"7-day click, 1-day view, or 1-day engaged-view",,,27,1.148148,,8,Daily,0.38,Ongoing,-,-,-,31,12.258065,,,,,4,12.903226,0.095,,
2022-09-05,2025-10-05,"Carmel Consults #3",active,"7-day click, 1-day view, or 1-day engaged-view",1,conversions:offsite_conversion.fb_pixel_custom.add_to_cart,610,1.421311,11.32,8,Daily,11.32,Ongoing,-,-,-,867,13.056517,9,,1.257778,1.038062,46,5.305652,0.246087,8,1.415
2022-09-05,2025-10-05,"Carmel Consults #4",active,"7-day click, 1-day view, or 1-day engaged-view",,,54,1.444444,,8,Daily,1.48,Ongoing,-,-,-,78,18.974359,,,,,5,6.410256,0.296,,
2022-09-05,2025-10-05,"Carmel Consults #3 - Copy",active,"7-day click, 1-day view, or 1-day engaged-view",,,224,1.28125,,8,Daily,5.37,Ongoing,-,-,-,287,18.710801,2,,2.685,0.696864,20,6.968641,0.2685,2,2.685
2022-09-05,2025-10-05,"Post: ""Our Grand Opening is December 7th! """,rejected,-,,,0,0,,"Using campaign budget",0,0,2023-11-18,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Promoting website: https://facebook.com/reluxemedspa",rejected,-,,,0,0,,"Using campaign budget",0,0,2023-12-18,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"[01/01/2024] Promoting Reluxe Med Spa",rejected,-,,,0,0,,"Using campaign budget",0,0,2024-01-31,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Gift Certs Square - Copy",not_delivering,-,,,0,0,,25,Daily,0,2024-05-12,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Tailored leads campaign 05/28/2024 Ad",not_delivering,-,,,0,0,,20,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Ask Hydrafacial Awareness - Website",not_delivering,-,,,0,0,,1.5,Daily,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Hydrafacial #1",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Laser Hair $99",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Hydrafacial Traffic",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Glo2Facial Traffic - Copy",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Glo2Facial Traffic - #2 - Copy",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Hydrafacial Traffic - Video",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Glo2Facial Traffic - Video - Copy",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"BTox Team Leads #3 (Krista)",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"BTox Team Leads #4 (Hannah)",inactive,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
2022-09-05,2025-10-05,"Btox Team Leads #1 - Copy",not_delivering,-,,,0,0,,"Using campaign budget",0,0,Ongoing,-,-,-,0,0,,,,,0,0,0,,
